Year,Grade,Term 1,Term 2,cumulative gpa
2020,6,3.143,3.286,3.2145
2020,7,0.571,0.857,0.714
2020,6,2.571,2.429,2.5
2020,7,2.143,2,2.0715
2020,7,3.714,3.429,3.5715
2020,7,3.857,3.857,3.857
2020,6,0.5,0.857,0.6785
2020,6,2,1.714,1.857
2020,8,3.667,3.571,3.619
2020,7,1.833,1.429,1.631
2020,6,3.429,3.286,3.3575
2020,8,3.429,3.143,3.286
2020,8,2.571,2.571,2.571
2020,8,0.571,1.143,0.857
2020,7,4,4,4
2020,6,2.857,2.286,2.5715
2020,6,1.714,2.571,2.1425
2020,8,1.714,2.143,1.9285
2020,8,0.571,0.429,0.5
2020,8,2.143,1.5,1.8215
2020,7,0.857,0.571,0.714
2020,8,3,2.571,2.7855
2020,7,2.833,2.714,2.7735
2020,7,0.833,1.714,1.2735
2020,8,1.714,1.286,1.5
2020,6,3.857,3.857,3.857
2020,6,4,4,4
2020,6,3.714,3.857,3.7855
2020,6,2.571,2,2.2855
2020,6,3,3.143,3.0715
2020,6,2.143,1.429,1.786
2020,7,1.857,1.286,1.5715
2020,8,0.857,0.857,0.857
2020,7,1.333,1.143,1.238
2020,7,3.857,3.714,3.7855
2020,8,0.571,1,0.7855
2020,8,1,0.714,0.857
2020,6,3.286,3.429,3.3575
2020,6,3.286,3.714,3.5
2020,7,3.571,3.714,3.6425
2020,7,3,2.571,2.7855
2020,6,3.857,3.714,3.7855
2020,8,0.429,0.857,0.643
2020,7,4,4,4
2020,7,1.571,1.286,1.4285
2020,8,0.571,0.571,0.571
2020,7,2.143,1.857,2
2020,7,3.571,3.429,3.5
2020,6,1.143,1.833,1.488
2020,6,2.714,2.571,2.6425
2020,6,0.857,1.714,1.2855
2020,8,0.429,0.714,0.5715
2020,8,0.333,0,0.1665
2020,8,3.571,2.571,3.071
2020,7,3.714,3.571,3.6425
2020,6,2.286,1.714,2
2020,7,3.143,3.571,3.357
2020,7,4,4,4
2020,6,0.714,1.143,0.9285
2020,6,1.5,2.286,1.893
2020,7,1.571,2,1.7855
2020,8,1.286,1.571,1.4285
2020,8,3.714,3.857,3.7855
2020,7,3.571,3.429,3.5
2020,8,0.286,1,0.643
2020,6,3.286,3,3.143
2020,6,3.143,3.429,3.286
2020,6,2.143,2.571,2.357
2020,6,0,0.167,0.0835
2020,6,3.714,3.714,3.714
2020,6,2.286,1.857,2.0715
2020,7,,0,0
2020,6,2.857,3,2.9285
2020,6,0.714,0.857,0.7855
2020,6,1.714,1.143,1.4285
2020,6,2.571,2.714,2.6425
2020,7,1,1.286,1.143
2020,8,3.5,3.429,3.4645
2020,7,1,1.143,1.0715
2020,8,2.857,1.714,2.2855
2020,7,1.571,1.286,1.4285
2020,7,0.333,0.571,0.452
2020,7,0.143,0.429,0.286
2020,8,0.571,0.571,0.571
2020,8,4,4,4
2020,6,1.286,1.571,1.4285
2020,8,0.571,1.571,1.071
2020,6,3,2.714,2.857
2020,7,3,3.286,3.143
2020,7,0.333,1.714,1.0235
2020,8,3.857,4,3.9285
2020,6,3.857,4,3.9285
2020,7,0.857,0.714,0.7855
2020,6,0.714,0.571,0.6425
2020,6,1,0.571,0.7855
2020,8,1.714,2,1.857
2020,7,3,3.429,3.2145
2020,6,4,3.714,3.857
2020,6,3.286,3.571,3.4285
2020,7,1.286,1.429,1.3575
2020,6,3.429,3.714,3.5715
2020,6,3.571,3.286,3.4285
2020,8,2.429,1.714,2.0715
2020,7,3.857,4,3.9285
2020,8,3,1.429,2.2145
2020,7,2.857,2.429,2.643
2020,6,2.857,2.714,2.7855
2020,6,1.286,2,1.643
2020,7,4,4,4
2020,7,0.833,1.571,1.202
2020,7,0.833,1,0.9165
2020,6,1.714,1.286,1.5
2020,7,1,0.571,0.7855
2020,7,0.429,0.429,0.429
2020,8,2.167,3.143,2.655
2020,8,1.143,1,1.0715
2020,6,0.571,0.429,0.5
2020,8,1.714,2.143,1.9285
2020,8,2.857,2.143,2.5
2020,8,3.286,3.286,3.286
2020,8,1.571,1.857,1.714
2020,7,3.857,3.571,3.714
2020,7,3.429,3.143,3.286
2020,8,3.714,4,3.857
2020,8,3.667,4,3.8335
2020,8,1.286,1.286,1.286
2020,7,1.857,1.286,1.5715
2020,8,2.857,2.857,2.857
2020,6,2.857,3.429,3.143
2020,6,2.429,2.571,2.5
2020,6,2.857,3.286,3.0715
2020,6,3.429,4,3.7145
2020,8,2.714,2.714,2.714
2020,7,2.286,1.5,1.893
2020,8,2,2.286,2.143
2020,6,4,4,4
2020,8,1.286,0.714,1
2020,7,4,4,4
2020,7,2.286,2.143,2.2145
2020,6,3.143,3.143,3.143
2020,7,0.333,0.714,0.5235
2020,6,1,1,1
2020,6,3.571,3.286,3.4285
2020,7,4,4,4
2020,6,3,2.857,2.9285
2020,6,3,2.857,2.9285
2020,6,2,2.571,2.2855
2020,8,3,2.857,2.9285
2020,6,1.714,1.714,1.714
2020,7,1.833,2.571,2.202
2020,6,3,2.857,2.9285
2020,8,3.833,4,3.9165
2020,7,3.571,3.571,3.571
2020,8,1.286,0.714,1
2020,7,1,1.857,1.4285
2020,6,3.857,3.714,3.7855
2020,8,0.286,0.5,0.393
2020,8,2.143,2.571,2.357
2020,6,2.857,3,2.9285
2020,8,1.286,1.143,1.2145
2020,6,1.857,2.429,2.143
2020,6,1.714,1.857,1.7855
2020,6,2.714,2,2.357
2020,7,2.286,2.286,2.286
2020,7,3.286,3.571,3.4285
2020,6,1.857,2,1.9285
2020,7,3.333,3.571,3.452
2020,7,2.286,2.571,2.4285
2020,6,3.714,3.286,3.5
2020,8,3.286,2.429,2.8575
2020,7,3.286,2.714,3
2020,6,1.429,2.143,1.786
2020,6,1.857,1.714,1.7855
2020,8,2.571,2.714,2.6425
2020,7,0.667,0.667,0.667
2020,6,3.857,3.857,3.857
2020,7,2.333,3,2.6665
2020,7,1.286,1.286,1.286
2020,8,2,2,2
2020,7,3.714,3.143,3.4285
2020,6,1.571,1.429,1.5
2020,6,1.714,2.429,2.0715
2020,7,2.857,3.286,3.0715
2020,7,2.857,2.286,2.5715
2020,8,2.429,2.286,2.3575
2020,7,4,4,4
2020,8,,0.429,0.429
2020,8,1.143,2.714,1.9285
2020,6,2.429,1.857,2.143
2020,7,0.286,0.667,0.4765
2020,8,1.714,1.571,1.6425
2020,6,2.286,2.714,2.5
2020,7,2.714,2.857,2.7855
2020,6,1,0.857,0.9285
2020,8,1.286,1.571,1.4285
2020,6,3.714,3.286,3.5
2020,8,3,2.714,2.857
2020,8,1.714,0.857,1.2855
